iso2c,country,year,status,lastupdated,agrid_land_km,agrid_land_per,arable_per,rural_below_5,rural_below_5_per,urban_below_5,urban_below_5_per,land_below_5_per,forest_km,forest_per,irrigated_land_per,avg_precip_mm,cereal_yield,pop_growth,pop_tot,urban_pop_growth,urban_pop,urban_pop_per,for_invest_per,ease_business,cpia_public_sec,school_enroll,school_complete,mort_rate,health_workers,underweight_5_per,pov_headcount,elec_access_per,coal_power_per,hydro_power_per,gas_power_per,nuke_power_per,oil_power_per,renew_power_per,renew_non_hydro,renew_non_hydro_per,renew_consum_per,energy_use_oil_eqiv,elec_consum_kw,energy_use_oil_percap,co2_intensity,co2_gaseous_kt,co2_gaseous_per,co2_emissions,co2_emissions_met,co2_liquid_kt,co2_liquid_per,co2_emmision_mt,co2_emission_ppp,co2_emission_2017,co2_solid_kt,co2_solid_per,other_greenhouse_mt,other_greenhouse_per,total_greenhouse_mt,total_greenhouse_per,hfc_emissions_mt,methane_mt,methane_per,no_emission_mt,no_emission_per,pfc_emission_mt,sf6_emission_mt,disaster_risk_score,ghg_emission_mt,dro_flood_extemp_per,rural_pop_below_5,urban_pop_below_5,pop_below_5_per,pop_agglo_mil_per,water_withdrawals_cub,water_withdrawals_per,terr_protect_per,marine_protect_per,terr_mari_protect_per,agri_forest_fish_gdp_per,iso3c,region,capital,longitude,latitude,income,lending
ZQ,Middle East & North Africa,2017,,4/8/2022,3725381.096,33.21094617,4.629011586,NA,NA,NA,NA,NA,229204.7,2.042213068,NA,NA,2429.949467,1.771829051,441298977,2.295666453,287077018,65.05272643,1.677530625,NA,2.25,0.961009979,90.95591736,22.9,NA,5.160609722,6.4,97.68722299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775275181,2529043.276,NA,NA,5.730906727,0.353221138,0.353221138,NA,NA,NA,NA,3275640,NA,NA,497780,NA,117460,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.77407468,274.628,119.2399949,6.731664171,1.582684981,5.690398451,4.736143515,MEA,Aggregates,,,,Aggregates,Aggregates
ZT,IDA & IBRD total,2017,,4/8/2022,36178400.61,37.66208087,11.21240008,NA,NA,NA,NA,NA,30663489.76,31.92100291,NA,NA,3614.742943,1.27011046,6343292514,2.382103023,3164592663,49.90289226,1.894475683,NA,3.012162162,0.998149991,88.10832214,43.34414326,NA,NA,NA,86.77219677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69561929,21220900.87,NA,NA,3.345407897,0.326280902,0.326221046,NA,NA,NA,NA,30772000,NA,NA,6642950,NA,2324690,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.99895201,3033.964488,9.001828272,14.50364875,6.495377362,12.72877878,8.748429969,IBT,Aggregates,,,,Aggregates,Aggregates
ZW,Zimbabwe,2017,,4/8/2022,162000,41.87669639,10.33992504,NA,NA,NA,NA,NA,175827.9,45.45118263,NA,657,622,1.459405813,14236599,1.276543563,4589452,32.237,1.746884527,NA,2.8,NA,95.47637177,57,NA,NA,33.9,40.14428329,NA,NA,NA,NA,NA,NA,NA,NA,83.49299622,NA,NA,NA,NA,NA,NA,0.4857722,10230,NA,NA,0.718570496,0.189314591,0.189314591,NA,NA,NA,NA,28800,NA,NA,11560,NA,6280,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.60577038,3.339,27.23491028,27.21458518,NA,27.21458518,8.340968872,ZWE,Sub-Saharan Africa,Harare,31.0672,-17.8312,Lower middle income,Blend
1A,Arab World,2018,,4/8/2022,4780957.158,36.56355816,4.457414207,NA,NA,NA,NA,NA,372634.1,2.848500463,NA,NA,2011.461649,1.919966442,419851989,2.414029647,247404481,58.92659505,1.246329433,NA,2.54,0.948260009,85.40995789,35.61514683,NA,NA,NA,88.30632443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71342517,1863603.727,NA,NA,4.438715965,0.30294083,0.310214382,NA,NA,NA,NA,2538650,NA,NA,433660,NA,118310,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.54596667,NA,NA,5.282138926,4.0391543,4.592680487,4.448360535,ARB,Aggregates,,,,Aggregates,Aggregates
1W,World,2018,,4/8/2022,47953427.48,36.90352074,10.82516976,NA,NA,NA,NA,NA,NA,NA,NA,NA,4070.667048,1.107443414,7602454161,1.935413791,4201371130,55.27669104,1.046226259,NA,3.026027397,0.986869991,89.407341,38.8,NA,13.13318157,8.6,89.43294573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41347882,34041045.97,NA,NA,4.477639096,0.263238628,0.269611937,NA,NA,NA,NA,45873850,NA,NA,8174420,NA,2984340,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.97593058,NA,NA,14.57480048,11.48017332,14.33945227,3.927336001,WLD,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2018,,4/8/2022,7855115,49.03523755,12.2941226,NA,NA,NA,NA,NA,4859526.8,30.33539942,NA,NA,5422.006812,0.659752126,2091680327,2.436735055,1164022906,55.65013403,1.880395645,NA,3.064285714,1.008509994,98.11186981,15.63312279,NA,NA,NA,97.73888065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.740473448,11907866.46,NA,NA,5.692966704,0.407660093,0.417447935,NA,NA,NA,NA,14973700,NA,NA,1961240,NA,752830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.56235698,4.239691461,12.29185882,7.7535928,EAP,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2018,,4/8/2022,6316987.81,27.91850717,10.56571672,NA,NA,NA,NA,NA,8914682.962,39.39925922,NA,NA,3154.80074,0.490271575,416880073,0.762266677,278086139,66.99531074,1.48356206,NA,3.2,0.986479998,97.96315002,11.75683913,NA,NA,NA,99.9820554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871094445,2949087.39,NA,NA,7.074186513,0.31351841,0.325959961,NA,NA,NA,NA,4472930,NA,NA,1291550,NA,193240,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.38072072,NA,NA,8.558960704,2.865177381,6.945218585,5.135376698,ECA,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2018,,4/8/2022,2705488,56.7098618,43.17587954,NA,NA,NA,NA,NA,893309.3,18.72469844,NA,NA,3364.060255,1.203193517,1814455018,2.494379801,616775937,33.99235199,1.415824111,NA,3.1,0.996649981,90.04792786,42.2,NA,28.76804543,NA,92.36122729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839663104,2770040,NA,NA,1.526651238,0.245499404,0.251393798,NA,NA,NA,NA,4195430,NA,NA,1024650,NA,363730,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.69110919,NA,NA,7.291751931,0.457745869,4.978690197,16.24278509,SAS,Aggregates,,,,Aggregates,Aggregates
AD,Andorra,2018,,4/8/2022,188.3,40.06382979,1.765957447,NA,NA,NA,NA,NA,160,34.04255319,NA,NA,NA,0.014285251,77008,-0.085490248,67815,88.062,NA,NA,NA,NA,NA,2.8,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,18.50600052,NA,NA,NA,NA,NA,NA,0.155958299,460,NA,NA,5.97340536,NA,NA,NA,NA,NA,NA,590,NA,NA,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.72772478,NA,26.72772478,NA,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AE,United Arab Emirates,2018,,4/8/2022,3817.5,5.375246409,0.595606871,NA,NA,NA,NA,NA,3173,4.467755562,21.40144073,NA,27582.1,1.503937821,9630966,1.821123218,8332904,86.522,2.45971482,NA,NA,NA,NA,7,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,0.259200007,NA,NA,NA,NA,NA,NA,0.523859987,200300,NA,NA,20.7974984,0.303276122,0.310557725,NA,NA,NA,NA,263240,NA,NA,52960,NA,7140,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.97242644,NA,NA,17.95492064,11.27035386,15.04389477,0.718738961,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AF,Afghanistan,2018,,4/8/2022,379190,58.08136507,11.79885427,NA,NA,NA,NA,NA,12084.4,1.850994088,5.134629078,NA,2164.9,2.384309079,37171922,3.349934387,9476982,25.495,0.661572002,NA,2.6,0.636020005,85.62532806,62.3,NA,19.1,NA,98.71562195,NA,NA,NA,NA,NA,NA,NA,NA,21.42270088,NA,NA,NA,NA,NA,NA,0.35186576,7440,NA,NA,0.200151071,0.096104698,0.098412154,NA,NA,NA,NA,98920,NA,NA,81510,NA,8960,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.79247395,NA,NA,0.104707035,NA,0.104707035,22.04289675,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AG,Antigua and Barbuda,2018,,4/8/2022,90,20.45454545,9.090909091,NA,NA,NA,NA,NA,82.5,18.75,NA,NA,1583.9,0.894078681,96282,0.431600552,23684,24.599,12.75541809,NA,NA,0.97924,96.19882965,6.9,NA,NA,NA,99.99972534,NA,NA,NA,NA,NA,NA,NA,NA,0.904900014,NA,NA,NA,NA,NA,NA,0.340699897,530,NA,NA,5.504663385,0.255770504,0.261911505,NA,NA,NA,NA,1210,NA,NA,200,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.56967369,0.181504473,0.258339766,1.735911717,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AL,Albania,2018,,4/8/2022,11740.81,42.84967153,22.31189781,NA,NA,NA,NA,NA,7889,28.7919708,14.99044785,NA,4840.5,-0.246732042,2866376,1.317162104,1728969,60.319,7.946351351,NA,NA,1.01730001,101.5378571,9.5,NA,NA,0.1,100,NA,NA,NA,NA,NA,NA,NA,NA,38.26639938,NA,NA,NA,NA,NA,NA,0.437493133,5560,NA,NA,1.939731563,0.143864859,0.145657289,NA,NA,NA,NA,10080,NA,NA,3160,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.73609531,2.718032979,13.52568255,18.42947925,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AM,Armenia,2018,,4/8/2022,16773,58.914647,15.65156305,NA,NA,NA,NA,NA,3288.9,11.55216017,9.235080188,NA,2623.6,0.235799808,2951741,0.308684923,1863995,63.149,2.141806067,NA,NA,1.022830009,89.87895966,12.1,NA,NA,1.4,99.9,NA,NA,NA,NA,NA,NA,NA,NA,11.13300037,NA,NA,NA,NA,NA,NA,0.464099631,5550,NA,NA,1.880246268,0.14440776,0.147874963,NA,NA,NA,NA,9360,NA,NA,2430,NA,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5995526,NA,NA,23.11050281,NA,23.11050281,13.94231166,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AO,Angola,2018,,4/8/2022,569524.9,45.68259405,3.930376193,NA,NA,NA,NA,NA,677175.1,54.31740595,NA,NA,753.3,3.276144588,30809787,4.311803148,20184724,65.514,-6.369877273,NA,NA,NA,NA,77.3,NA,NA,49.9,45.29,NA,NA,NA,NA,NA,NA,NA,NA,56.78549957,NA,NA,NA,NA,NA,NA,0.246830052,27340,NA,NA,0.887380364,0.124983643,0.127984477,NA,NA,NA,NA,79730,NA,NA,35520,NA,16440,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.23289109,NA,NA,6.971426696,0.004929827,5.004710827,8.607741762,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AR,Argentina,2018,,4/8/2022,1487680,54.36055965,14.323873,NA,NA,NA,NA,NA,287910,10.52037315,0.935062648,NA,4671.4,1.015808349,44494502,1.147602159,40877099,91.87,2.232532213,NA,NA,1.021319985,98.70625305,9.7,NA,NA,1.4,100,NA,NA,NA,NA,NA,NA,NA,NA,10.52079964,NA,NA,NA,NA,NA,NA,0.304081164,177410,NA,NA,3.987234198,0.171174428,0.175284294,NA,NA,NA,NA,365650,NA,NA,117850,NA,47930,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.00810244,NA,NA,8.808251416,3.796992436,7.40512875,4.537878897,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AS,American Samoa,2018,,4/8/2022,49,24.5,15,NA,NA,NA,NA,NA,171.9,85.95,NA,NA,NA,-0.280883888,55461,-0.299534397,48336,87.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.856600046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84774473,8.715875805,8.71956554,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AT,Austria,2018,,4/8/2022,26528.3,32.14772176,16.08276781,NA,NA,NA,NA,NA,38919.7,47.16396025,NA,NA,6160,0.487071925,8840521,0.835905515,5153759,58.297,-6.287727511,NA,NA,0.97408998,99.81300354,3.6,NA,NA,0.6,100,NA,NA,NA,NA,NA,NA,NA,NA,33.84560013,NA,NA,NA,NA,NA,NA,0.154456827,63180,NA,NA,7.146637625,0.125467454,0.129331312,NA,NA,NA,NA,74980,NA,NA,6660,NA,3620,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.49813342,NA,NA,28.39798166,NA,28.39798166,1.130155508,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AU,Australia,2018,,4/8/2022,3588950,46.65809501,4.026770601,NA,NA,NA,NA,NA,1340051,17.42131456,0.640298695,NA,2035.5,1.536105516,24982688,1.661749259,21488110,86.012,4.292849405,NA,NA,0.968850017,NA,3.7,NA,NA,0.5,100,NA,NA,NA,NA,NA,NA,NA,NA,9.645000458,NA,NA,NA,NA,NA,NA,0.264262329,386620,NA,NA,15.47551649,0.308466557,0.315639379,NA,NA,NA,NA,615380,NA,NA,139070,NA,76760,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.89161823,NA,NA,19.26562231,40.5594116,29.70879373,2.457803973,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AW,Aruba,2018,,4/8/2022,20,11.11111111,11.11111111,NA,NA,NA,NA,NA,4.2,2.333333333,NA,NA,NA,0.459265888,105846,0.731739884,45949,43.411,4.244633596,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,8.024100304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.91757626,1.05E-04,0.141163456,NA,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AZ,Azerbaijan,2018,,4/8/2022,47795,57.8253926,25.38171171,NA,NA,NA,NA,NA,11087.1495,13.41392976,29.98849252,NA,3013.7,0.866316916,9939771,1.473400152,5534464,55.68,2.977946112,NA,NA,1.002619982,100.2199478,21.5,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1.971300006,NA,NA,NA,NA,NA,NA,0.612230826,32020,NA,NA,3.221402183,0.221390605,0.226706152,NA,NA,NA,NA,80260,NA,NA,43600,NA,4160,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.99579135,NA,NA,10.15512562,0.436929518,5.519156836,5.212505619,AZE,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
B8,Central Europe and the Baltics,2018,,4/8/2022,516490,46.68766944,32.91501938,NA,NA,NA,NA,NA,381258,34.46348908,NA,NA,4730.995818,-0.196249608,102538451,-0.059628692,63915976,62.3336666,-1.288147447,NA,NA,0.99247998,93.07649994,5.01589049,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463219677,676470,NA,NA,6.597232486,0.206682753,0.21071527,NA,NA,NA,NA,864510,NA,NA,114080,NA,56420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37904511,23.40493715,28.20863104,2.774372677,CEB,Aggregates,,,,Aggregates,Aggregates
BA,Bosnia and Herzegovina,2018,,4/8/2022,22110,43.18359375,20.09765625,NA,NA,NA,NA,NA,21879.1,42.73261719,NA,NA,5487.9,-0.827063452,3323929,-0.059223058,1603630,48.245,2.982460764,NA,NA,NA,85.42336273,6,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,35.40090179,NA,NA,NA,NA,NA,NA,1.259375266,22540,NA,NA,6.781131607,0.455055104,0.47134603,NA,NA,NA,NA,27190,NA,NA,3380,NA,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.395501571,0,1.395147508,5.88543924,BIH,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
BB,Barbados,2018,,4/8/2022,100,23.25581395,16.27906977,NA,NA,NA,NA,NA,63,14.65116279,NA,NA,2912.3,0.143488326,286640,0.105342204,89280,31.147,4.749759164,NA,NA,0.999639988,88.74687195,13,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,5.835599899,NA,NA,NA,NA,NA,NA,0.258978623,1250,NA,NA,4.360870779,0.271684087,0.278207171,NA,NA,NA,NA,3790,NA,NA,2350,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.270108194,0.005846512,0.008873615,NA,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BD,Bangladesh,2018,,4/8/2022,92023,70.69447645,59.70884228,NA,NA,NA,NA,NA,18834,14.46877161,NA,NA,4790.7,1.0535703,161376713,3.189119712,59115518,36.632,0.883679503,NA,2.7,1.115910053,NA,32.4,NA,21.9,NA,91.8,NA,NA,NA,NA,NA,NA,NA,NA,30.70619965,NA,NA,NA,NA,NA,NA,0.342259415,82760,NA,NA,0.512837314,0.112773957,0.115481638,NA,NA,NA,NA,198970,NA,NA,83790,NA,29240,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.11616239,NA,NA,4.605962812,5.3571902,4.888648581,13.07431266,BGD,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
BE,Belgium,2018,,4/8/2022,13540,44.71598415,28.07133421,NA,NA,NA,NA,NA,6893,22.76420079,NA,NA,8154,0.455184695,11427054,0.496003003,11198627,98.001,-7.661277369,NA,NA,1.07336998,NA,4.2,NA,NA,0.1,100,NA,NA,NA,NA,NA,NA,NA,NA,10.6626997,NA,NA,NA,NA,NA,NA,0.193081625,93470,NA,NA,8.179711061,0.155720618,0.159989132,NA,NA,NA,NA,108750,NA,NA,8200,NA,4460,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.96862201,NA,NA,23.29334293,36.65524302,24.64917303,0.603070152,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
BF,Burkina Faso,2018,,4/8/2022,121000,44.2251462,21.92982456,NA,NA,NA,NA,NA,63164,23.08625731,NA,NA,1107.9,2.866979114,19751466,4.984051438,5798635,29.358,1.689199557,NA,3.4,0.98913002,65.47892761,90.8,NA,17.7,33.7,14.4,NA,NA,NA,NA,NA,NA,NA,NA,66.96620178,NA,NA,NA,NA,NA,NA,0.30046915,4270,NA,NA,0.216186485,0.099686564,0.10208002,NA,NA,NA,NA,30850,NA,NA,15600,NA,9850,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.81616767,NA,NA,14.92288055,NA,14.92288055,20.99747328,BFA,Sub-Saharan Africa,Ouagadougou,-1.53395,12.3605,Low income,IDA
BG,Bulgaria,2018,,4/8/2022,50300,46.33382461,32.0375829,NA,NA,NA,NA,NA,38670,35.62085483,NA,NA,5463.8,-0.722080405,7025037,-0.269102082,5269340,75.008,2.727195092,NA,NA,0.976819992,86.6185379,7,NA,NA,0.9,100,NA,NA,NA,NA,NA,NA,NA,NA,19.52750015,NA,NA,NA,NA,NA,NA,0.733060129,41130,NA,NA,5.854773434,0.254664923,0.263656196,NA,NA,NA,NA,53330,NA,NA,6910,NA,4050,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11261635,NA,NA,34.70358012,8.103309945,28.29699048,3.384615452,BGR,Europe & Central Asia,Sofia,23.3238,42.7105,Upper middle income,IBRD
BH,Bahrain,2018,,4/8/2022,86,11.02564103,2.051282051,NA,NA,NA,NA,NA,6.6,0.846153846,NA,NA,NA,4.921024296,1569440,5.034177813,1401306,89.287,0.294089711,NA,NA,1.021550059,97.87412262,7.1,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.901432617,30750,NA,NA,19.59297584,0.412457114,0.422360132,NA,NA,NA,NA,48950,NA,NA,14850,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.621747813,1.242239187,1.686352006,0.288039062,BHR,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
BI,Burundi,2018,,4/8/2022,20330,79.16666667,46.72897196,NA,NA,NA,NA,NA,2796.4,10.8894081,NA,NA,1248.4,3.166911697,11175379,5.700231723,1456375,13.032,0.036865231,NA,2.3,1.03429997,63.02138901,59,NA,29.6,NA,10.59861469,NA,NA,NA,NA,NA,NA,NA,NA,85.52690125,NA,NA,NA,NA,NA,NA,0.187234769,590,NA,NA,0.05279463,0.067702073,0.069327587,NA,NA,NA,NA,5520,NA,NA,2140,NA,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.591471706,NA,7.591471706,29.01190049,BDI,Sub-Saharan Africa,Bujumbura,29.3639,-3.3784,Low income,IDA
BJ,Benin,2018,,4/8/2022,39500,35.03015254,24.83150053,NA,NA,NA,NA,NA,32351.5,28.69058177,NA,NA,1432.4,2.734856203,11485035,3.891332178,5433800,47.312,1.360735835,NA,3.3,NA,NA,90.9,NA,16.8,19.2,39.23860168,NA,NA,NA,NA,NA,NA,NA,NA,43.97230148,NA,NA,NA,NA,NA,NA,0.596134746,7910,NA,NA,0.688722324,0.212787289,0.217896272,NA,NA,NA,NA,17380,NA,NA,5530,NA,2930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6233712,0,23.47190856,28.06477391,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
BM,Bermuda,2018,,4/8/2022,3,5.555555556,5.555555556,NA,NA,NA,NA,NA,10,18.51851852,NA,NA,NA,0.07199199,63919,0.07199199,63919,100,1.320764482,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0.380299985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.079919023,5.64E-05,3.90E-04,0.23503913,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
BN,Brunei Darussalam,2018,,4/8/2022,144,2.732447818,0.948766603,NA,NA,NA,NA,NA,3800,72.10626186,NA,NA,2004,1.049642828,428960,1.458647824,332997,77.629,3.804741353,NA,NA,1.01620996,107.9787216,11.2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0.0109,NA,NA,NA,NA,NA,NA,0.558501825,7140,NA,NA,16.64490862,0.269164718,0.275627312,NA,NA,NA,NA,16620,NA,NA,8830,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.87211976,0.201102067,8.98950186,1.017623081,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
BO,Bolivia,2018,,4/8/2022,377270,34.82599465,4.135511862,NA,NA,NA,NA,NA,512532.4,47.31213884,NA,NA,2333.7,1.421890804,11353140,1.92006124,7881917,69.425,0.750524781,NA,NA,0.984809995,94.83978271,27.4,NA,NA,4.9,92.8,NA,NA,NA,NA,NA,NA,NA,NA,7.572500229,NA,NA,NA,NA,NA,NA,0.607788705,22710,NA,NA,2.000327663,0.225685305,0.231103967,NA,NA,NA,NA,56870,NA,NA,25050,NA,8770,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.33562169,NA,NA,30.8654915,NA,30.8654915,11.48192416,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BR,Brazil,2018,,4/8/2022,2368788.01,28.34109036,6.671580041,NA,NA,NA,NA,NA,4990514,59.70842795,NA,NA,4805.8,0.78384426,209469320,1.084634853,181335496,86.569,4.077487084,NA,NA,1.007050037,NA,15.2,NA,NA,4.7,99.7,NA,NA,NA,NA,NA,NA,NA,NA,47.06169891,NA,NA,NA,NA,NA,NA,0.237915514,427710,NA,NA,2.041874199,0.135939722,0.139203609,NA,NA,NA,NA,1032640,NA,NA,416280,NA,179200,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.94619575,NA,NA,29.41966767,26.6241067,28.57825261,4.420399304,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BS,"Bahamas, The",2018,,4/8/2022,140,1.398601399,0.799200799,NA,NA,NA,NA,NA,5098.6,50.93506494,NA,NA,8722.3,1.012800167,385635,1.133288296,320173,83.025,3.827795177,NA,NA,NA,NA,13,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1.019299984,NA,NA,NA,NA,NA,NA,0.179070517,2260,NA,NA,5.86046391,0.156625819,0.160386375,NA,NA,NA,NA,2640,NA,NA,230,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.63364753,7.922886205,8.555106417,0.674570409,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BT,Bhutan,2018,,4/8/2022,5130,13.45044573,2.46460409,NA,NA,NA,NA,NA,27211.2,71.34556896,NA,NA,3466.9,1.17777914,754396,2.974001214,308510,40.895,0.108279484,NA,4.1,1.058220029,88.1620636,29.6,NA,NA,NA,99.96877289,NA,NA,NA,NA,NA,NA,NA,NA,81.09359741,NA,NA,NA,NA,NA,NA,0.59063299,1380,NA,NA,1.829277992,0.157412549,0.161191994,NA,NA,NA,NA,2470,NA,NA,860,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.00785105,NA,48.00785105,15.99124824,BTN,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
BW,Botswana,2018,,4/8/2022,258616,45.63301749,0.458066451,NA,NA,NA,NA,NA,154913,27.3345332,NA,NA,377.4,2.197416468,2254067,3.277434194,1565359,69.446,1.690616757,NA,NA,NA,NA,47,NA,NA,NA,68.35865784,NA,NA,NA,NA,NA,NA,NA,NA,28.19890022,NA,NA,NA,NA,NA,NA,0.507690986,8210,NA,NA,3.64230522,0.21925874,0.224523101,NA,NA,NA,NA,16120,NA,NA,4560,NA,3160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.14323742,NA,29.14323742,2.055350722,BWA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
